id|code|description|typeCode|type
1510|140Xilenos % (GC/MS)|Xilenos % (GC/MS)|DETE|Determinación
2021|Xilenos ( Prov.Ext.)|Xilenos ( Prov.Ext.)|DETE|Determinación
1761|Xilenos (%p/p)|Xilenos (%p/p)|DETE|Determinación
65|Xilenos (ASTMD5135)|Xilenos (ASTMD5135)|DETE|Determinación
1379|Xilenos (D6729)|Xilenos (D6729)|DETE|Determinación
1484|Xilenos (EPA5021)|Xilenos (EPA5021)|DETE|Determinación
857|070Xilenos (ID3534)|Xilenos (ID3534)|DETE|Determinación
147|07Xilenos en efl. liq.|Xilenos en efl. liq.|DETE|Determinación
1521|Xilenos en lixiviado|Xilenos en lixiviado|DETE|Determinación
1583|04Xilenos muestras solidas|Xilenos muestras solidas ppm p/p|DETE|Determinación
1517|Xilenos ppm v/v (PASA902)|Xilenos ppm v/v (PASA902)|DETE|Determinación
330|08Xilenos volcados al rio|Xilenos volcados al rio|DETE|Determinación
604|070Xilenos. Medicion (STEL)|Xilenos. Medicion (STEL)|DETE|Determinación
614|070Xilenos. Medicion (TWA)|Xilenos. Medicion (TWA)|DETE|Determinación
290|070Xilenos. Mediciones bateria|Xilenos. Mediciones de bateria|DETE|Determinación
619|13Xilenos.(ID3591)|Xilenos.(ID3591)|DETE|Determinación
470|09Xilenos.(ID3591)|Xilenos.(ID3591)|DETE|Determinación
210|10Xilenos.(ppm).ID3591|Xilenos.(ppm).ID3591|DETE|Determinación
324|Zinc (EFLW034)|Zinc (EFLW034)|DETE|Determinación
1284|Zinc (Prov.Ext.)|Zinc (Prov.Ext.)|DETE|Determinación
1909|Zinc por AA llama|Zinc por AA llama|DETE|Determinación
813|ZINC. (HACH-780)|ZINC. (HACH-780)|DETE|Determinación
